Time(s),CH1(V),CH2(V),CH3(V),CH4(V)
-2.0249E-04,8.046192E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,5.491592E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,4.367568E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,3.243544E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,6.889437E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-1.865656E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-3.296232E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-4.726809E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-5.135544E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-5.544281E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-5.646465E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-5.748649E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-6.055200E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-6.361753E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-5.646465E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-4.931176E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-4.215888E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-3.500601E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-2.683128E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-1.865656E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-4.350803E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,9.954957E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,2.017336E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,3.039176E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,2.936992E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,2.834808E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,1.915152E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,9.954957E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-6.394483E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-2.274392E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-3.909336E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-5.544281E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-6.974857E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-8.405433E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-9.733824E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-1.106222E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0249E-04,-1.126658E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-1.147095E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-1.014256E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-8.814169E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-8.405433E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-7.996696E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-5.135544E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-4.011520E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-2.887496E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-1.661288E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-4.350803E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.915152E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,4.265384E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,6.922168E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,9.578952E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.100953E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.244010E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.305321E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.366631E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.468815E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.570999E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.519907E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.468815E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.366631E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.264447E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.008987E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,7.535272E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,5.593776E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,3.652280E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.710784E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-2.307123E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-1.559104E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-2.887496E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-3.602784E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-4.318072E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-5.339912E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-6.361753E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-6.770489E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-6.259569E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-5.748649E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-5.033360E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-4.318072E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-3.500601E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-2.683128E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,-7.416323E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.199864E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.302048E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.404232E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0248E-04,1.608600E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.812968E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.404232E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,9.954957E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-4.350803E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-1.865656E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-3.602784E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-5.339912E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-6.872673E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-8.405433E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-9.427273E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-1.044911E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-1.055130E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-1.065348E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-1.004038E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-9.427273E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-9.018537E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-8.609801E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-7.587960E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-4.726809E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-2.887496E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-9.460003E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,9.954957E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,2.323888E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,3.652280E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,5.695960E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,7.739640E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,9.681136E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.162263E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.335976E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.509689E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.560781E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.611873E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.570999E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.530126E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.417723E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.305321E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.162263E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,1.019206E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,8.046192E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,5.900328E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,3.243544E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,5.867597E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-5.372643E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-1.661288E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-3.091864E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-4.522441E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-5.850833E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-7.179224E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0247E-04,-6.974857E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-6.770489E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-7.179224E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-7.587960E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-7.077041E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-5.339912E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-4.113704E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-2.580944E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-1.048184E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,2.802077E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.608600E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,2.221704E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,2.834808E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,2.119520E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.404232E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.780237E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-1.048184E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-2.274392E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-3.500601E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-5.237728E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-6.974857E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-7.690144E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-8.405433E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-9.222905E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-1.004038E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-1.024474E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-1.044911E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-9.222905E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-7.996696E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-7.077041E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-6.157384E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-4.215888E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-2.274392E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-1.661288E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,-1.048184E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,3.823917E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.812968E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,4.265384E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,6.717800E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,8.046192E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,9.374584E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.121390E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.305321E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.397286E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.489252E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.560781E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.632310E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.489252E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.346194E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0246E-04,1.203137E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,1.060079E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,8.557112E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,6.513432E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,4.674120E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,2.834808E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,6.889437E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-1.456920E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-3.500601E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-5.544281E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.055200E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.668305E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.770489E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.974857E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-7.179224E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-7.281408E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-7.383592E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.463937E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-5.544281E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-4.011520E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-2.478760E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-7.416323E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,9.954957E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,1.506416E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,2.017336E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,2.119520E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,2.221704E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,1.812968E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,1.404232E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-2.307123E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-1.865656E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-3.704968E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-5.544281E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.668305E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-7.792328E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-9.325089E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-1.085785E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-1.044911E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-1.004038E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-9.120721E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-8.201064E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-7.383592E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-5.135544E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-3.704968E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-2.274392E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,-8.438163E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,7.583969E-04,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,9.954957E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0245E-04,2.732624E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,4.469752E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,5.900328E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,7.330904E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,9.783320E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.223574E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.305321E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.387068E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.417723E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.448378E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.458597E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.468815E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.346194E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.223574E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.080516E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,9.374584E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,7.126536E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,4.878488E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,2.426072E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-2.634431E-04,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-1.559104E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-3.091864E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-3.704968E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-4.318072E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-5.339912E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-6.361753E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-6.055200E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-5.748649E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-6.157384E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-5.850833E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-5.135544E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-3.807152E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-2.478760E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-1.456920E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-4.350803E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.302048E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,3.039176E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,3.141360E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,3.243544E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,2.426072E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,1.608600E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,5.867597E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-4.350803E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-1.865656E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-3.296232E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-4.828992E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-6.361753E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-8.098880E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-9.836008E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0244E-04,-1.055130E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-1.126658E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-1.096003E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-1.065348E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-9.427273E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-8.201064E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-7.383592E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-5.953017E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-5.339912E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-3.296232E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-1.252552E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,6.889437E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,2.630440E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,4.980672E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,7.330904E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,8.863664E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.039642E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.203137E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.366631E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.448378E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.530126E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.550562E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.570999E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.458597E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.346194E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.141826E-01,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,9.374584E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,8.148376E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,6.922168E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,4.980672E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,3.039176E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,1.199864E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-6.394483E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-2.376576E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-4.113704E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-4.318072E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-4.522441E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-5.544281E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-6.566121E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-6.259569E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-5.953017E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-5.339912E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-4.726809E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-4.318072E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-3.909336E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-2.274392E-02,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,-6.394483E-03,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,7.583969E-04,4.757636E-01,4.804238E-01,4.602837E-01
-2.0243E-04,7.911277E-03,4.757636E-01,4.804238E-01,4.602837E-01
